,user_id,show_id,rating
502,47.0,s7526,5.0
503,48.0,s914,4.0
504,48.0,s4069,5.0
505,48.0,s763,4.0
506,48.0,s2853,3.0
507,48.0,s8514,4.0
508,48.0,s1926,3.0
509,48.0,s2135,4.0
510,48.0,s1325,4.0
511,48.0,s710,4.0
512,48.0,s3740,4.0
513,48.0,s657,4.0
514,49.0,s3686,4.0
515,49.0,s8359,4.0
516,49.0,s220,5.0
517,49.0,s5482,4.0
518,49.0,s8129,4.0
519,49.0,s7750,4.0
520,49.0,s2775,4.0
521,49.0,s5237,5.0
522,49.0,s3527,4.0
523,49.0,s3707,3.0
524,49.0,s4537,5.0
525,50.0,s2918,4.0
526,50.0,s243,4.0
527,50.0,s1991,5.0
528,50.0,s2171,4.0
529,50.0,s4760,5.0
530,50.0,s7176,4.0
531,50.0,s6199,4.0
532,50.0,s187,5.0
533,50.0,s7857,3.0
534,50.0,s1717,5.0
535,50.0,s7748,4.0
536,51.0,s4937,3.0
537,51.0,s8218,5.0
538,51.0,s8221,4.0
539,51.0,s3583,4.0
540,51.0,s1795,5.0
541,51.0,s4648,5.0
542,51.0,s1037,3.0
543,51.0,s6635,3.0
544,51.0,s856,5.0
545,51.0,s3955,5.0
546,52.0,s7726,4.0
547,52.0,s1702,4.0
548,52.0,s5604,5.0
549,52.0,s8380,4.0
550,52.0,s5672,4.0
551,52.0,s3077,5.0
552,52.0,s5440,3.0
553,52.0,s3522,5.0
554,52.0,s5581,4.0
555,52.0,s88,5.0
556,52.0,s3188,4.0
557,53.0,s4384,3.0
558,53.0,s8763,4.0
559,53.0,s4225,4.0
560,53.0,s7700,4.0
561,53.0,s1109,5.0
562,53.0,s2320,5.0
563,53.0,s4032,3.0
564,53.0,s1081,4.0
565,53.0,s8807,5.0
566,53.0,s31,4.0
567,53.0,s8484,5.0
568,54.0,s5263,3.0
569,54.0,s2549,5.0
570,54.0,s4868,3.0
571,54.0,s4950,4.0
572,54.0,s5666,3.0
573,54.0,s1083,3.0
574,54.0,s2960,4.0
575,54.0,s4981,5.0
576,54.0,s1474,4.0
577,54.0,s3809,3.0
578,54.0,s1635,4.0
579,55.0,s7522,3.0
580,55.0,s1463,4.0
581,55.0,s4512,4.0
582,55.0,s2125,5.0
583,55.0,s12,5.0
584,55.0,s1697,3.0
585,55.0,s6510,3.0
586,55.0,s1083,4.0
587,55.0,s5438,5.0
588,56.0,s3801,5.0
589,56.0,s3193,3.0
590,56.0,s8393,5.0
591,56.0,s643,4.0
592,56.0,s5763,3.0
593,56.0,s5129,5.0
594,56.0,s6251,4.0
595,56.0,s6743,4.0
596,56.0,s2179,5.0
597,56.0,s7797,5.0
598,57.0,s4440,5.0
599,57.0,s3282,5.0
600,57.0,s5078,5.0
601,57.0,s3352,4.0
602,57.0,s6890,3.0
603,57.0,s1553,5.0
604,57.0,s848,4.0
605,57.0,s3088,4.0
606,57.0,s3738,3.0
607,57.0,s5402,3.0
608,57.0,s8199,5.0
609,58.0,s3939,5.0
610,58.0,s2355,5.0
611,58.0,s11,4.0
612,58.0,s6718,5.0
613,58.0,s6150,4.0
614,58.0,s5955,5.0
615,58.0,s5619,3.0
616,58.0,s8404,3.0
617,58.0,s322,4.0
618,58.0,s263,4.0
619,58.0,s1950,3.0
620,59.0,s745,4.0
621,59.0,s3654,4.0
622,59.0,s1814,4.0
623,59.0,s7572,5.0
624,59.0,s5113,5.0
625,59.0,s7541,3.0
626,59.0,s4704,5.0
627,59.0,s6162,4.0
628,59.0,s5281,3.0
629,59.0,s4401,3.0
630,60.0,s7291,5.0
631,60.0,s4275,5.0
632,60.0,s2394,3.0
633,60.0,s393,5.0
634,60.0,s1256,5.0
635,60.0,s8698,3.0
636,60.0,s8083,4.0
637,60.0,s1335,4.0
638,60.0,s1191,5.0
639,60.0,s811,5.0
640,60.0,s1134,4.0
641,61.0,s1138,5.0
642,61.0,s5081,4.0
643,61.0,s7105,5.0
644,61.0,s4323,3.0
645,61.0,s6247,4.0
646,61.0,s3760,3.0
647,61.0,s1949,4.0
648,61.0,s3643,3.0
649,61.0,s3781,3.0
650,61.0,s8492,3.0
651,61.0,s6026,5.0
652,62.0,s364,3.0
653,62.0,s1468,4.0
654,62.0,s4184,5.0
655,62.0,s4065,3.0
656,62.0,s4760,5.0
657,62.0,s557,5.0
658,62.0,s7379,3.0
659,62.0,s2575,5.0
660,62.0,s568,5.0
661,62.0,s544,3.0
662,62.0,s6515,4.0
663,63.0,s8513,3.0
664,63.0,s4793,4.0
665,63.0,s4676,3.0
666,63.0,s2237,5.0
667,63.0,s2602,4.0
668,63.0,s4042,3.0
669,63.0,s5974,3.0
670,63.0,s7733,3.0
671,63.0,s5675,5.0
672,63.0,s3139,5.0
673,63.0,s6240,3.0
674,64.0,s5745,5.0
675,64.0,s5571,3.0
676,64.0,s5899,4.0
677,64.0,s5362,5.0
678,64.0,s7864,4.0
679,64.0,s8057,4.0
680,64.0,s2577,5.0
681,64.0,s7095,3.0
682,64.0,s7682,5.0
683,65.0,s288,3.0
684,65.0,s5357,5.0
685,65.0,s3120,5.0
686,65.0,s7807,3.0
687,65.0,s3434,4.0
688,65.0,s322,5.0
689,65.0,s7929,4.0
690,65.0,s4045,5.0
691,65.0,s1085,3.0
692,65.0,s2827,3.0
693,65.0,s4273,4.0
694,66.0,s5256,3.0
695,66.0,s333,3.0
696,66.0,s542,4.0
697,66.0,s1433,4.0
698,66.0,s962,4.0
699,66.0,s5111,3.0
700,66.0,s5297,4.0
701,66.0,s3996,3.0
702,66.0,s1187,5.0
703,66.0,s7903,5.0
704,66.0,s3350,3.0
705,67.0,s8762,5.0
706,67.0,s2877,4.0
707,67.0,s4219,5.0
708,67.0,s3820,5.0
709,67.0,s3979,4.0
710,67.0,s8650,3.0
711,67.0,s8490,3.0
712,67.0,s6865,5.0
713,67.0,s7840,5.0
714,68.0,s4516,3.0
715,68.0,s5134,4.0
716,68.0,s5116,4.0
717,68.0,s3910,4.0
718,68.0,s2186,5.0
719,68.0,s8646,3.0
720,68.0,s6054,4.0
721,68.0,s2208,3.0
722,68.0,s883,3.0
723,68.0,s1006,5.0
724,68.0,s5074,4.0
725,69.0,s8438,4.0
726,69.0,s1753,3.0
727,69.0,s775,5.0
728,69.0,s7498,4.0
729,69.0,s5649,3.0
730,69.0,s1700,3.0
731,69.0,s8582,5.0
732,69.0,s6284,5.0
733,69.0,s3267,4.0
734,69.0,s4141,3.0
735,69.0,s1454,5.0
736,70.0,s3980,5.0
737,70.0,s235,3.0
738,70.0,s3708,3.0
739,70.0,s937,3.0
740,70.0,s5293,5.0
741,70.0,s3020,4.0
742,70.0,s5429,4.0
743,70.0,s2048,5.0
744,70.0,s3655,5.0
745,70.0,s62,4.0
746,70.0,s4490,4.0
747,71.0,s2645,5.0
748,71.0,s7595,4.0
749,71.0,s5046,4.0
750,71.0,s827,3.0
751,71.0,s4203,5.0
752,71.0,s8395,3.0
753,71.0,s4920,5.0
754,71.0,s2469,3.0
755,71.0,s3970,5.0
756,71.0,s7081,5.0
757,71.0,s6835,3.0
758,72.0,s1939,4.0
759,72.0,s4989,5.0
760,72.0,s2002,5.0
761,72.0,s2449,5.0
762,72.0,s532,3.0
763,72.0,s1744,5.0
764,72.0,s4524,4.0
765,72.0,s4153,4.0
766,72.0,s3418,3.0
767,72.0,s2699,3.0
768,73.0,s4730,3.0
769,73.0,s4107,3.0
770,73.0,s7054,5.0
771,73.0,s8486,3.0
772,73.0,s2886,3.0
773,73.0,s8132,5.0
774,73.0,s6950,5.0
775,73.0,s180,3.0
776,73.0,s4615,4.0
777,73.0,s7866,3.0
778,73.0,s6290,5.0
779,74.0,s5389,4.0
780,74.0,s6711,4.0
781,74.0,s5954,3.0
782,74.0,s4390,5.0
783,74.0,s6427,5.0
784,74.0,s640,5.0
785,74.0,s844,5.0
786,74.0,s1157,3.0
787,74.0,s2254,4.0
788,74.0,s5232,5.0
789,74.0,s6987,4.0
790,75.0,s5601,5.0
791,75.0,s5348,5.0
792,75.0,s6940,5.0
793,75.0,s4425,4.0
794,75.0,s7447,3.0
795,75.0,s371,3.0
796,75.0,s2179,3.0
797,75.0,s7968,5.0
798,75.0,s5206,3.0
799,75.0,s1940,3.0
800,75.0,s2613,4.0
801,76.0,s2570,3.0
802,76.0,s3061,4.0
803,76.0,s8644,3.0
804,76.0,s5509,4.0
805,76.0,s1629,4.0
806,76.0,s1691,3.0
807,76.0,s1917,3.0
808,76.0,s4622,5.0
809,76.0,s6105,3.0
810,76.0,s4097,3.0
811,77.0,s2128,3.0
812,77.0,s7050,4.0
813,77.0,s5920,3.0
814,77.0,s7170,3.0
815,77.0,s4026,4.0
816,77.0,s4999,5.0
817,77.0,s7088,3.0
818,77.0,s4750,4.0
819,77.0,s7637,5.0
820,77.0,s8055,3.0
821,77.0,s2979,4.0
822,78.0,s2636,3.0
823,78.0,s4030,3.0
824,78.0,s3281,5.0
825,78.0,s7941,4.0
826,78.0,s3950,4.0
827,78.0,s3203,3.0
828,78.0,s6904,4.0
829,78.0,s8025,4.0
830,78.0,s3721,5.0
831,78.0,s5184,5.0
832,79.0,s1078,5.0
833,79.0,s4419,3.0
834,79.0,s6819,5.0
835,79.0,s4016,3.0
836,79.0,s7497,4.0
837,79.0,s1041,5.0
838,79.0,s7418,4.0
839,79.0,s2005,3.0
840,79.0,s1636,4.0
841,79.0,s8155,3.0
842,79.0,s6110,3.0
843,80.0,s6508,5.0
844,80.0,s4872,4.0
845,80.0,s1972,5.0
846,80.0,s7642,5.0
847,80.0,s3867,3.0
848,80.0,s4384,3.0
849,80.0,s4277,5.0
850,80.0,s2985,4.0
851,80.0,s2203,3.0
852,80.0,s3453,4.0
853,80.0,s6844,4.0
854,81.0,s7511,3.0
855,81.0,s5639,5.0
856,81.0,s2991,5.0
857,81.0,s3210,4.0
858,81.0,s4125,4.0
859,81.0,s115,4.0
860,81.0,s4089,4.0
861,81.0,s4237,3.0
862,81.0,s4412,3.0
863,81.0,s7555,4.0
864,81.0,s2068,5.0
865,82.0,s7265,4.0
866,82.0,s7624,5.0
867,82.0,s3424,4.0
868,82.0,s3605,4.0
869,82.0,s3282,5.0
870,82.0,s2998,5.0
871,82.0,s6138,4.0
872,82.0,s1699,5.0
873,82.0,s3999,4.0
874,82.0,s6964,4.0
875,82.0,s7007,3.0
876,83.0,s657,4.0
877,83.0,s6564,4.0
878,83.0,s7177,5.0
879,83.0,s3364,3.0
880,83.0,s127,4.0
881,83.0,s4437,3.0
882,83.0,s2533,5.0
883,83.0,s552,4.0
884,83.0,s3904,3.0
885,83.0,s116,5.0
886,83.0,s5845,5.0
887,84.0,s637,3.0
888,84.0,s6944,4.0
889,84.0,s5037,3.0
890,84.0,s2275,3.0
891,84.0,s8333,3.0
892,84.0,s3495,5.0
893,84.0,s4346,4.0
894,84.0,s4277,3.0
895,84.0,s2516,3.0
896,84.0,s6195,3.0
897,84.0,s322,3.0
898,85.0,s2568,4.0
899,85.0,s4572,5.0
900,85.0,s5354,5.0
901,85.0,s3391,3.0
902,85.0,s3899,5.0
903,85.0,s4143,3.0
904,85.0,s188,4.0
905,85.0,s6636,5.0
906,85.0,s8161,5.0
907,85.0,s7570,4.0
908,86.0,s1515,5.0
909,86.0,s799,5.0
910,86.0,s3880,4.0
911,86.0,s6971,5.0
912,86.0,s1221,3.0
913,86.0,s8186,3.0
914,86.0,s1336,5.0
915,86.0,s8141,4.0
916,86.0,s3742,4.0
917,86.0,s4922,4.0
918,87.0,s2166,4.0
919,87.0,s20,4.0
920,87.0,s5752,5.0
921,87.0,s2323,4.0
922,87.0,s2450,4.0
923,87.0,s166,4.0
924,87.0,s7121,4.0
925,87.0,s779,3.0
926,87.0,s1488,4.0
927,87.0,s4119,4.0
928,87.0,s3120,4.0
929,88.0,s1115,5.0
930,88.0,s6958,4.0
931,88.0,s2637,4.0
932,88.0,s7500,5.0
933,88.0,s6386,3.0
934,88.0,s4111,4.0
935,88.0,s3814,4.0
936,88.0,s450,4.0
937,88.0,s2285,4.0
938,88.0,s1941,4.0
939,89.0,s6352,3.0
940,89.0,s4259,4.0
941,89.0,s6648,4.0
942,89.0,s4489,3.0
943,89.0,s368,3.0
944,89.0,s2122,5.0
945,89.0,s3282,4.0
946,89.0,s2480,5.0
947,89.0,s7128,3.0
948,89.0,s1306,4.0
949,89.0,s8630,3.0
950,90.0,s3149,5.0
951,90.0,s4447,4.0
952,90.0,s398,3.0
953,90.0,s5448,4.0
954,90.0,s2916,5.0
955,90.0,s4143,3.0
956,90.0,s4825,5.0
957,90.0,s4816,3.0
958,90.0,s687,4.0
959,90.0,s2087,5.0
960,90.0,s6302,5.0
961,91.0,s4072,4.0
962,91.0,s3487,3.0
963,91.0,s119,4.0
964,91.0,s7966,4.0
965,91.0,s30,4.0
966,91.0,s2879,4.0
967,91.0,s4691,3.0
968,91.0,s1567,3.0
969,91.0,s3518,5.0
970,91.0,s6420,5.0
971,92.0,s6942,4.0
972,92.0,s5290,4.0
973,92.0,s289,4.0
974,92.0,s707,5.0
975,92.0,s4979,4.0
976,92.0,s5803,3.0
977,92.0,s6918,4.0
978,92.0,s674,3.0
979,92.0,s670,5.0
980,92.0,s4164,3.0
981,92.0,s5279,5.0
982,93.0,s1195,3.0
983,93.0,s6569,3.0
984,93.0,s4797,4.0
985,93.0,s4033,4.0
986,93.0,s3674,4.0
987,93.0,s3070,5.0
988,93.0,s3417,4.0
989,93.0,s3615,4.0
990,93.0,s4536,4.0
991,93.0,s1644,4.0
992,93.0,s61,5.0
993,94.0,s155,5.0
994,94.0,s8521,3.0
995,94.0,s8180,5.0
996,94.0,s1842,5.0
997,94.0,s4312,5.0
998,94.0,s8804,4.0
999,94.0,s8653,4.0
1000,94.0,s43,3.0
1001,94.0,s36,4.0
1002,94.0,s1859,5.0
1003,94.0,s7090,5.0
1004,95.0,s8199,4.0
1005,95.0,s2594,4.0
1006,95.0,s2487,3.0
